datum,value
2021-06-28T20:00:00,55
2021-06-28T22:00:00,49
2021-06-29T00:00:00,43
2021-06-29T02:00:00,49
2021-06-29T04:00:00,62
2021-06-29T06:00:00,52
2021-06-29T08:00:00,49
2021-06-29T10:00:00,46
2021-06-29T12:00:00,42
2021-06-29T14:00:00,47
2021-06-29T16:00:00,68
2021-06-29T18:00:00,90
2021-06-29T20:00:00,110
2021-06-29T22:00:00,114
2021-06-30T00:00:00,116
2021-06-30T02:00:00,118
2021-06-30T04:00:00,125
2021-06-30T06:00:00,133
2021-06-30T08:00:00,123
2021-06-30T10:00:00,104
2021-06-30T12:00:00,91
2021-06-30T14:00:00,114
2021-06-30T16:00:00,131
2021-06-30T18:00:00,137
2021-06-30T20:00:00,127
2021-06-30T22:00:00,129
2021-07-01T00:00:00,101
2021-07-01T02:00:00,102
2021-07-01T04:00:00,123
2021-07-01T06:00:00,137
2021-07-01T08:00:00,119
2021-07-01T10:00:00,103
2021-07-01T12:00:00,95
2021-07-01T14:00:00,90
2021-07-01T16:00:00,92
2021-07-01T18:00:00,95
2021-07-01T20:00:00,86
2021-07-01T22:00:00,77
2021-07-02T00:00:00,63
2021-07-02T02:00:00,58
2021-07-02T04:00:00,60
2021-07-02T06:00:00,72
2021-07-02T08:00:00,67
2021-07-02T10:00:00,59
2021-07-02T12:00:00,56
2021-07-02T14:00:00,55
2021-07-02T16:00:00,52
2021-07-02T18:00:00,58
2021-07-02T20:00:00,57
2021-07-02T22:00:00,53
2021-07-03T00:00:00,50
2021-07-03T02:00:00,47
2021-07-03T04:00:00,44
2021-07-03T06:00:00,47
2021-07-03T08:00:00,51
2021-07-03T10:00:00,43
2021-07-03T12:00:00,40
2021-07-03T14:00:00,38
2021-07-03T16:00:00,48
2021-07-03T18:00:00,60
2021-07-03T20:00:00,52
2021-07-03T22:00:00,47
2021-07-04T00:00:00,39
2021-07-04T02:00:00,37
2021-07-04T04:00:00,43
2021-07-04T06:00:00,43
2021-07-04T08:00:00,47
2021-07-04T10:00:00,48
2021-07-04T12:00:00,32
2021-07-04T14:00:00,24
2021-07-04T16:00:00,26
2021-07-04T18:00:00,24
2021-07-04T20:00:00,29
2021-07-04T22:00:00,68
2021-07-05T00:00:00,94
2021-07-05T02:00:00,84
