date,luna
2007-11-09T00:00:00,0
2007-11-17T00:00:00,10
2007-11-24T00:00:00,20
2007-12-01T00:00:00,30
2007-12-09T00:00:00,0
2007-12-17T00:00:00,10
2007-12-23T00:00:00,20
2007-12-30T00:00:00,30
2008-01-08T00:00:00,0
2008-01-15T00:00:00,10
2008-01-22T00:00:00,20
2008-01-29T00:00:00,30
2008-02-06T00:00:00,0
2008-02-13T00:00:00,10
2008-02-20T00:00:00,20
2008-02-28T00:00:00,30
2008-03-07T00:00:00,0
2008-03-14T00:00:00,10
2008-03-21T00:00:00,20
2008-03-29T00:00:00,30
2008-04-05T00:00:00,0
2008-04-12T00:00:00,10
2008-04-20T00:00:00,20
2008-04-28T00:00:00,30
2008-05-05T00:00:00,0
2008-05-11T00:00:00,10
2008-05-19T00:00:00,20
2008-05-27T00:00:00,30
2008-06-03T00:00:00,0
2008-06-10T00:00:00,10
2008-06-18T00:00:00,20
2008-06-26T00:00:00,30
2008-07-02T00:00:00,0
2008-07-09T00:00:00,10
2008-07-18T00:00:00,20
2008-07-25T00:00:00,30
2008-08-01T00:00:00,0
2008-08-08T00:00:00,10
2008-08-16T00:00:00,20
2008-08-23T00:00:00,30
2008-08-30T00:00:00,0
2008-09-07T00:00:00,10
2008-09-15T00:00:00,20
2008-09-21T00:00:00,30
2008-09-29T00:00:00,0
2008-10-07T00:00:00,10
2008-10-14T00:00:00,20
2008-10-21T00:00:00,30
2008-10-28T00:00:00,0
2008-11-05T00:00:00,10
2008-11-12T00:00:00,20
2008-11-19T00:00:00,30
2008-11-27T00:00:00,0
2008-12-05T00:00:00,10
2008-12-12T00:00:00,20
2008-12-19T00:00:00,30
2008-12-27T00:00:00,0
2009-01-04T00:00:00,10
2009-01-10T00:00:00,20
2009-01-17T00:00:00,30
2009-01-25T00:00:00,0
2009-02-02T00:00:00,10
2009-02-09T00:00:00,20
2009-02-16T00:00:00,30
2009-02-24T00:00:00,0
2009-03-03T00:00:00,10
2009-03-10T00:00:00,20
2009-03-18T00:00:00,30
2009-03-26T00:00:00,0
2009-04-02T00:00:00,10
2009-04-09T00:00:00,20
2009-04-17T00:00:00,30
2009-04-24T00:00:00,0
2009-05-01T00:00:00,10
2009-05-08T00:00:00,20
2009-05-17T00:00:00,30
2009-05-24T00:00:00,0
2009-05-30T00:00:00,10
2009-06-07T00:00:00,20
2009-06-15T00:00:00,30
2009-06-22T00:00:00,0
2009-06-29T00:00:00,10
2009-07-07T00:00:00,20
2009-07-15T00:00:00,30
2009-07-21T00:00:00,0
2009-07-28T00:00:00,10
2009-08-05T00:00:00,20
2009-08-13T00:00:00,30
2009-08-20T00:00:00,0
2009-08-27T00:00:00,10
2009-09-04T00:00:00,20
2009-09-11T00:00:00,30
2009-09-18T00:00:00,0
2009-09-25T00:00:00,10
2009-10-03T00:00:00,20
2009-10-11T00:00:00,30
2009-10-17T00:00:00,0
2009-10-25T00:00:00,10
2009-11-02T00:00:00,20
2009-11-09T00:00:00,30
2009-11-16T00:00:00,0
2009-11-24T00:00:00,10
2009-12-01T00:00:00,20
2009-12-08T00:00:00,30
2009-12-16T00:00:00,0
2009-12-24T00:00:00,10
2009-12-31T00:00:00,20
2010-01-07T00:00:00,30
2010-01-14T00:00:00,0
2010-01-23T00:00:00,10
2010-01-29T00:00:00,20
2010-02-05T00:00:00,30
2010-02-13T00:00:00,0
2010-02-21T00:00:00,10
2010-02-28T00:00:00,20
2010-03-07T00:00:00,30
2010-03-15T00:00:00,0
2010-03-23T00:00:00,10
2010-03-29T00:00:00,20
2010-04-06T00:00:00,30
2010-04-14T00:00:00,0
2010-04-21T00:00:00,10
2010-04-28T00:00:00,20
2010-05-05T00:00:00,30
2010-05-13T00:00:00,0
2010-05-20T00:00:00,10
2010-05-27T00:00:00,20
2010-06-04T00:00:00,30
2010-06-12T00:00:00,0
2010-06-18T00:00:00,10
2010-06-26T00:00:00,20
2010-07-04T00:00:00,30
2010-07-11T00:00:00,0
2010-07-18T00:00:00,10
2010-07-25T00:00:00,20
2010-08-02T00:00:00,30
2010-08-09T00:00:00,0
2010-08-16T00:00:00,10
2010-08-24T00:00:00,20
2010-09-01T00:00:00,30
2010-09-08T00:00:00,0
2010-09-14T00:00:00,10
2010-09-23T00:00:00,20
2010-09-30T00:00:00,30
2010-10-07T00:00:00,0
2010-10-14T00:00:00,10
2010-10-22T00:00:00,20
2010-10-30T00:00:00,30
2010-11-05T00:00:00,0
2010-11-13T00:00:00,10
2010-11-21T00:00:00,20
2010-11-28T00:00:00,30
2010-12-05T00:00:00,0
2010-12-13T00:00:00,10
2010-12-21T00:00:00,20
2010-12-27T00:00:00,30
2011-01-04T00:00:00,0
2011-01-12T00:00:00,10
2011-01-19T00:00:00,20
2011-01-26T00:00:00,30
2011-02-02T00:00:00,0
2011-02-10T00:00:00,10
2011-02-18T00:00:00,20
2011-02-24T00:00:00,30
2011-03-04T00:00:00,0
2011-03-12T00:00:00,10
2011-03-19T00:00:00,20
2011-03-26T00:00:00,30
2011-04-03T00:00:00,0
2011-04-11T00:00:00,10
2011-04-17T00:00:00,20
2011-04-24T00:00:00,30
2011-05-02T00:00:00,0
2011-05-10T00:00:00,10
2011-05-17T00:00:00,20
2011-05-24T00:00:00,30
2011-06-01T00:00:00,0
2011-06-08T00:00:00,10
2011-06-15T00:00:00,20
2011-06-23T00:00:00,30
2011-07-01T00:00:00,0
2011-07-07T00:00:00,10
2011-07-14T00:00:00,20
2011-07-22T00:00:00,30
2011-07-30T00:00:00,0
2011-08-06T00:00:00,10
2011-08-13T00:00:00,20
2011-08-21T00:00:00,30
2011-08-28T00:00:00,0
2011-09-04T00:00:00,10
2011-09-12T00:00:00,20
2011-09-20T00:00:00,30
2011-09-27T00:00:00,0
2011-10-03T00:00:00,10
2011-10-11T00:00:00,20
2011-10-19T00:00:00,30
2011-10-26T00:00:00,0
2011-11-02T00:00:00,10
2011-11-10T00:00:00,20
2011-11-18T00:00:00,30
2011-11-24T00:00:00,0
2011-12-02T00:00:00,10
2011-12-10T00:00:00,20
2011-12-17T00:00:00,30
2011-12-24T00:00:00,0
2011-12-31T00:00:00,10
2012-01-08T00:00:00,20
2012-01-16T00:00:00,30
2012-01-22T00:00:00,0
2012-01-30T00:00:00,10
2012-02-07T00:00:00,20
2012-02-14T00:00:00,30
2012-02-21T00:00:00,0
2012-02-29T00:00:00,10
2012-03-08T00:00:00,20
2012-03-14T00:00:00,30
2012-03-22T00:00:00,0
2012-03-30T00:00:00,10
2012-04-06T00:00:00,20
2012-04-13T00:00:00,30
2012-04-21T00:00:00,0
2012-04-29T00:00:00,10
2012-05-05T00:00:00,20
2012-05-12T00:00:00,30
2012-05-20T00:00:00,0
2012-05-28T00:00:00,10
2012-06-04T00:00:00,20
2012-06-11T00:00:00,30
2012-06-19T00:00:00,0
2012-06-26T00:00:00,10
2012-07-03T00:00:00,20
2012-07-10T00:00:00,30
2012-07-18T00:00:00,0
2012-07-26T00:00:00,10
2012-08-01T00:00:00,20
2012-08-09T00:00:00,30
2012-08-17T00:00:00,0
2012-08-24T00:00:00,10
2012-08-31T00:00:00,20
2012-09-08T00:00:00,30
2012-09-15T00:00:00,0
2012-09-22T00:00:00,10
2012-09-29T00:00:00,20
2012-10-08T00:00:00,30
2012-10-15T00:00:00,0
2012-10-21T00:00:00,10
2012-10-29T00:00:00,20
2012-11-06T00:00:00,30
2012-11-13T00:00:00,0
2012-11-20T00:00:00,10
2012-11-28T00:00:00,20
2012-12-06T00:00:00,30
2012-12-13T00:00:00,0
2012-12-19T00:00:00,10
2012-12-28T00:00:00,20
2013-01-04T00:00:00,30
2013-01-11T00:00:00,0
2013-01-18T00:00:00,10
2013-01-26T00:00:00,20
2013-02-03T00:00:00,30
2013-02-09T00:00:00,0
2013-02-17T00:00:00,10
2013-02-25T00:00:00,20
2013-03-04T00:00:00,30
2013-03-11T00:00:00,0
2013-03-19T00:00:00,10
2013-03-27T00:00:00,20
2013-04-02T00:00:00,30
2013-04-10T00:00:00,0
2013-04-18T00:00:00,10
2013-04-25T00:00:00,20
2013-05-02T00:00:00,30
2013-05-09T00:00:00,0
2013-05-17T00:00:00,10
2013-05-24T00:00:00,20
2013-05-31T00:00:00,30
2013-06-08T00:00:00,0
2013-06-16T00:00:00,10
2013-06-23T00:00:00,20
2013-06-29T00:00:00,30
2013-07-08T00:00:00,0
2013-07-15T00:00:00,10
2013-07-22T00:00:00,20
2013-07-29T00:00:00,30
2013-08-06T00:00:00,0
2013-08-14T00:00:00,10
2013-08-20T00:00:00,20
2013-08-28T00:00:00,30
2013-09-05T00:00:00,0
2013-09-12T00:00:00,10
2013-09-19T00:00:00,20
2013-09-26T00:00:00,30
2013-10-04T00:00:00,0
2013-10-11T00:00:00,10
2013-10-18T00:00:00,20
2013-10-26T00:00:00,30
2013-11-03T00:00:00,0
2013-11-09T00:00:00,10
2013-11-17T00:00:00,20
2013-11-25T00:00:00,30
2013-12-02T00:00:00,0
2013-12-09T00:00:00,10
2013-12-17T00:00:00,20
2013-12-25T00:00:00,30
2014-01-01T00:00:00,0
2014-01-07T00:00:00,10
2014-01-15T00:00:00,20
2014-01-23T00:00:00,30
2014-01-30T00:00:00,0
2014-02-06T00:00:00,10
2014-02-14T00:00:00,20
2014-02-22T00:00:00,30
2014-02-28T00:00:00,0
2014-03-08T00:00:00,10
2014-03-16T00:00:00,20
2014-03-23T00:00:00,30
2014-03-30T00:00:00,0
2014-04-07T00:00:00,10
2014-04-15T00:00:00,20
2014-04-22T00:00:00,30
2014-04-28T00:00:00,0
2014-05-06T00:00:00,10
2014-05-14T00:00:00,20
2014-05-21T00:00:00,30
2014-05-28T00:00:00,0
2014-06-05T00:00:00,10
2014-06-12T00:00:00,20
2014-06-19T00:00:00,30
2014-06-27T00:00:00,0
2014-07-05T00:00:00,10
2014-07-12T00:00:00,20
2014-07-18T00:00:00,30
2014-07-26T00:00:00,0
2014-08-03T00:00:00,10
2014-08-10T00:00:00,20
2014-08-17T00:00:00,30
2014-08-25T00:00:00,0
2014-09-02T00:00:00,10
2014-09-08T00:00:00,20
2014-09-15T00:00:00,30
2014-09-23T00:00:00,0
2014-10-01T00:00:00,10
2014-10-08T00:00:00,20
2014-10-15T00:00:00,30
2014-10-23T00:00:00,0
2014-10-30T00:00:00,10
2014-11-06T00:00:00,20
2014-11-14T00:00:00,30
2014-11-22T00:00:00,0
2014-11-29T00:00:00,10
2014-12-06T00:00:00,20
2014-12-14T00:00:00,30
2014-12-21T00:00:00,0
2014-12-28T00:00:00,10
2015-01-04T00:00:00,20
2015-01-13T00:00:00,30
2015-01-20T00:00:00,0
2015-01-26T00:00:00,10
2015-02-03T00:00:00,20
2015-02-11T00:00:00,30
2015-02-18T00:00:00,0
2015-02-25T00:00:00,10
2015-03-05T00:00:00,20
2015-03-13T00:00:00,30
2015-03-20T00:00:00,0
2015-03-27T00:00:00,10
2015-04-04T00:00:00,20
2015-04-11T00:00:00,30
2015-04-18T00:00:00,0
2015-04-25T00:00:00,10
2015-05-03T00:00:00,20
2015-05-11T00:00:00,30
2015-05-17T00:00:00,0
2015-05-25T00:00:00,10
2015-06-02T00:00:00,20
2015-06-09T00:00:00,30
2015-06-16T00:00:00,0
2015-06-24T00:00:00,10
2015-07-01T00:00:00,20
2015-07-08T00:00:00,30
2015-07-15T00:00:00,0
2015-07-23T00:00:00,10
2015-07-31T00:00:00,20
2015-08-06T00:00:00,30
2015-08-14T00:00:00,0
2015-08-22T00:00:00,10
2015-08-29T00:00:00,20
2015-09-05T00:00:00,30
2015-09-12T00:00:00,0
2015-09-21T00:00:00,10
2015-09-27T00:00:00,20
2015-10-04T00:00:00,30
2015-10-12T00:00:00,0
2015-10-20T00:00:00,10
2015-10-27T00:00:00,20
2015-11-03T00:00:00,30
2015-11-11T00:00:00,0
2015-11-18T00:00:00,10
2015-11-25T00:00:00,20
2015-12-02T00:00:00,30
2015-12-11T00:00:00,0
2015-12-18T00:00:00,10
2015-12-25T00:00:00,20
2016-01-01T00:00:00,30
2016-01-09T00:00:00,0
2016-01-16T00:00:00,10
2016-01-23T00:00:00,20
2016-01-31T00:00:00,30
2016-02-08T00:00:00,0
2016-02-14T00:00:00,10
2016-02-22T00:00:00,20
2016-03-01T00:00:00,30
2016-03-08T00:00:00,0
2016-03-15T00:00:00,10
2016-03-23T00:00:00,20
2016-03-31T00:00:00,30
2016-04-07T00:00:00,0
2016-04-13T00:00:00,10
2016-04-21T00:00:00,20
2016-04-29T00:00:00,30
2016-05-06T00:00:00,0
2016-05-13T00:00:00,10
2016-05-21T00:00:00,20
2016-05-29T00:00:00,30
2016-06-04T00:00:00,0
2016-06-12T00:00:00,10
2016-06-20T00:00:00,20
2016-06-27T00:00:00,30
2016-07-04T00:00:00,0
2016-07-11T00:00:00,10
2016-07-19T00:00:00,20
2016-07-26T00:00:00,30
2016-08-02T00:00:00,0
2016-08-10T00:00:00,10
2016-08-18T00:00:00,20
2016-08-24T00:00:00,30
2016-09-01T00:00:00,0
2016-09-09T00:00:00,10
2016-09-16T00:00:00,20
2016-09-23T00:00:00,30
2016-09-30T00:00:00,0
2016-10-08T00:00:00,10
2016-10-15T00:00:00,20
2016-10-22T00:00:00,30
2016-10-30T00:00:00,0
2016-11-07T00:00:00,10
2016-11-14T00:00:00,20
2016-11-21T00:00:00,30
2016-11-29T00:00:00,0
2016-12-07T00:00:00,10
2016-12-13T00:00:00,20
2016-12-20T00:00:00,30
2016-12-28T00:00:00,0
2017-01-05T00:00:00,10
2017-01-12T00:00:00,20
2017-01-19T00:00:00,30
2017-01-27T00:00:00,0
2017-02-03T00:00:00,10
2017-02-10T00:00:00,20
2017-02-18T00:00:00,30
2017-02-26T00:00:00,0
2017-03-05T00:00:00,10
2017-03-12T00:00:00,20
2017-03-20T00:00:00,30
2017-03-27T00:00:00,0
2017-04-03T00:00:00,10
2017-04-10T00:00:00,20
2017-04-19T00:00:00,30
2017-04-26T00:00:00,0
2017-05-02T00:00:00,10
2017-05-10T00:00:00,20
2017-05-18T00:00:00,30
2017-05-25T00:00:00,0
2017-06-01T00:00:00,10
2017-06-09T00:00:00,20
2017-06-17T00:00:00,30
2017-06-23T00:00:00,0
2017-06-30T00:00:00,10
2017-07-08T00:00:00,20
2017-07-16T00:00:00,30
2017-07-23T00:00:00,0
2017-07-30T00:00:00,10
2017-08-07T00:00:00,20
2017-08-14T00:00:00,30
2017-08-21T00:00:00,0
2017-08-29T00:00:00,10
2017-09-06T00:00:00,20
2017-09-12T00:00:00,30
2017-09-19T00:00:00,0
2017-09-27T00:00:00,10
2017-10-05T00:00:00,20
2017-10-12T00:00:00,30
2017-10-19T00:00:00,0
2017-10-27T00:00:00,10
2017-11-03T00:00:00,20
2017-11-10T00:00:00,30
2017-11-18T00:00:00,0
2017-11-26T00:00:00,10
2017-12-03T00:00:00,20
2017-12-09T00:00:00,30
2017-12-17T00:00:00,0
2017-12-26T00:00:00,10
2018-01-01T00:00:00,20
2018-01-08T00:00:00,30
2018-01-16T00:00:00,0
2018-01-24T00:00:00,10
2018-01-31T00:00:00,20
2018-02-07T00:00:00,30
2018-02-15T00:00:00,0
2018-02-23T00:00:00,10
2018-03-01T00:00:00,20
2018-03-09T00:00:00,30
2018-03-17T00:00:00,0
2018-03-24T00:00:00,10
2018-03-31T00:00:00,20
2018-04-08T00:00:00,30
2018-04-15T00:00:00,0
2018-04-22T00:00:00,10
2018-04-29T00:00:00,20
2018-05-07T00:00:00,30
2018-05-15T00:00:00,0
2018-05-21T00:00:00,10
2018-05-29T00:00:00,20
2018-06-06T00:00:00,30
2018-06-13T00:00:00,0
2018-06-20T00:00:00,10
2018-06-27T00:00:00,20
2018-07-06T00:00:00,30
2018-07-12T00:00:00,0
2018-07-19T00:00:00,10
2018-07-27T00:00:00,20
2018-08-04T00:00:00,30
2018-08-11T00:00:00,0
2018-08-18T00:00:00,10
2018-08-26T00:00:00,20
2018-09-02T00:00:00,30
2018-09-09T00:00:00,0
2018-09-16T00:00:00,10
2018-09-24T00:00:00,20
2018-10-02T00:00:00,30
2018-10-08T00:00:00,0
2018-10-16T00:00:00,10
2018-10-24T00:00:00,20
2018-10-31T00:00:00,30
2018-11-07T00:00:00,0
2018-11-15T00:00:00,10
2018-11-22T00:00:00,20
2018-11-29T00:00:00,30
2018-12-06T00:00:00,0
2018-12-15T00:00:00,10
2018-12-22T00:00:00,20
2018-12-29T00:00:00,30
2019-01-05T00:00:00,0
2019-01-13T00:00:00,10
2019-01-20T00:00:00,20
2019-01-27T00:00:00,30
2019-02-04T00:00:00,0
2019-02-12T00:00:00,10
2019-02-19T00:00:00,20
2019-02-26T00:00:00,30
2019-03-06T00:00:00,0
2019-03-14T00:00:00,10
2019-03-20T00:00:00,20
2019-03-27T00:00:00,30
2019-04-05T00:00:00,0
2019-04-12T00:00:00,10
2019-04-19T00:00:00,20
2019-04-26T00:00:00,30
2019-05-04T00:00:00,0
2019-05-11T00:00:00,10
2019-05-18T00:00:00,20
2019-05-26T00:00:00,30
2019-06-03T00:00:00,0
2019-06-09T00:00:00,10
2019-06-17T00:00:00,20
2019-06-25T00:00:00,30
2019-07-02T00:00:00,0
2019-07-09T00:00:00,10
2019-07-16T00:00:00,20
2019-07-24T00:00:00,30
2019-07-31T00:00:00,0
2019-08-07T00:00:00,10
2019-08-15T00:00:00,20
2019-08-23T00:00:00,30
2019-08-30T00:00:00,0
2019-09-05T00:00:00,10
2019-09-13T00:00:00,20
2019-09-21T00:00:00,30
2019-09-28T00:00:00,0
2019-10-05T00:00:00,10
2019-10-13T00:00:00,20
2019-10-21T00:00:00,30
2019-10-27T00:00:00,0
2019-11-04T00:00:00,10
2019-11-12T00:00:00,20
2019-11-19T00:00:00,30
2019-11-26T00:00:00,0
2019-12-03T00:00:00,10
2019-12-11T00:00:00,20
2019-12-18T00:00:00,30
2019-12-25T00:00:00,0
2020-01-02T00:00:00,10
2020-01-10T00:00:00,20
2020-01-17T00:00:00,30
2020-01-24T00:00:00,0
2020-02-01T00:00:00,10
2020-02-08T00:00:00,20
2020-02-15T00:00:00,30
2020-02-23T00:00:00,0
2020-03-02T00:00:00,10
2020-03-09T00:00:00,20
2020-03-16T00:00:00,30
2020-03-24T00:00:00,0
2020-04-01T00:00:00,10
2020-04-07T00:00:00,20
2020-04-14T00:00:00,30
2020-04-22T00:00:00,0
2020-04-30T00:00:00,10
2020-05-07T00:00:00,20
2020-05-14T00:00:00,30
2020-05-22T00:00:00,0
2020-05-29T00:00:00,10
2020-06-05T00:00:00,20
2020-06-12T00:00:00,30
2020-06-20T00:00:00,0
2020-06-28T00:00:00,10
2020-07-04T00:00:00,20
2020-07-12T00:00:00,30
2020-07-20T00:00:00,0
2020-07-27T00:00:00,10
2020-08-03T00:00:00,20
2020-08-11T00:00:00,30
2020-08-18T00:00:00,0
2020-08-25T00:00:00,10
2020-09-01T00:00:00,20
2020-09-10T00:00:00,30
2020-09-17T00:00:00,0
2020-09-23T00:00:00,10
2020-10-01T00:00:00,20
2020-10-09T00:00:00,30
2020-10-16T00:00:00,0
2020-10-23T00:00:00,10
2020-10-31T00:00:00,20
2020-11-08T00:00:00,30
2020-11-14T00:00:00,0
2020-11-21T00:00:00,10
2020-11-30T00:00:00,20
2020-12-07T00:00:00,30
2020-12-14T00:00:00,0
2020-12-21T00:00:00,10
2020-12-29T00:00:00,20
2021-01-06T00:00:00,30
2021-01-12T00:00:00,0
2021-01-20T00:00:00,10
2021-01-28T00:00:00,20
2021-02-04T00:00:00,30
2021-02-11T00:00:00,0
2021-02-19T00:00:00,10
2021-02-27T00:00:00,20
2021-03-05T00:00:00,30
2021-03-13T00:00:00,0
2021-03-21T00:00:00,10
2021-03-28T00:00:00,20
2021-04-04T00:00:00,30
2021-04-11T00:00:00,0
2021-04-19T00:00:00,10
2021-04-26T00:00:00,20
2021-05-03T00:00:00,30
2021-05-11T00:00:00,0
2021-05-19T00:00:00,10
2021-05-26T00:00:00,20
2021-06-02T00:00:00,30
2021-06-10T00:00:00,0
2021-06-17T00:00:00,10
2021-06-24T00:00:00,20
2021-07-01T00:00:00,30
2021-07-09T00:00:00,0
2021-07-17T00:00:00,10
2021-07-23T00:00:00,20
2021-07-31T00:00:00,30
2021-08-08T00:00:00,0
2021-08-15T00:00:00,10
2021-08-22T00:00:00,20
2021-08-30T00:00:00,30
2021-09-06T00:00:00,0
2021-09-13T00:00:00,10
2021-09-20T00:00:00,20
2021-09-28T00:00:00,30
2021-10-06T00:00:00,0
2021-10-12T00:00:00,10
2021-10-20T00:00:00,20
2021-10-28T00:00:00,30
2021-11-04T00:00:00,0
2021-11-11T00:00:00,10
2021-11-19T00:00:00,20
2021-11-27T00:00:00,30
2021-12-03T00:00:00,0
2021-12-10T00:00:00,10
2021-12-18T00:00:00,20
2021-12-26T00:00:00,30
2022-01-02T00:00:00,0
2022-01-09T00:00:00,10
2022-01-17T00:00:00,20
2022-01-25T00:00:00,30
2022-01-31T00:00:00,0
2022-02-08T00:00:00,10
2022-02-16T00:00:00,20
2022-02-23T00:00:00,30
2022-03-02T00:00:00,0
2022-03-10T00:00:00,10
2022-03-18T00:00:00,20
2022-03-24T00:00:00,30
2022-03-31T00:00:00,0
2022-04-08T00:00:00,10
2022-04-16T00:00:00,20
2022-04-23T00:00:00,30
2022-04-30T00:00:00,0
2022-05-08T00:00:00,10
2022-05-15T00:00:00,20
2022-05-22T00:00:00,30
2022-05-30T00:00:00,0
2022-06-07T00:00:00,10
2022-06-14T00:00:00,20
2022-06-20T00:00:00,30
2022-06-28T00:00:00,0
2022-07-06T00:00:00,10
2022-07-13T00:00:00,20
2022-07-20T00:00:00,30
2022-07-28T00:00:00,0
2022-08-05T00:00:00,10
2022-08-11T00:00:00,20
2022-08-18T00:00:00,30
2022-08-27T00:00:00,0
2022-09-03T00:00:00,10
2022-09-10T00:00:00,20
2022-09-17T00:00:00,30
2022-09-25T00:00:00,0
2022-10-02T00:00:00,10
2022-10-09T00:00:00,20
2022-10-17T00:00:00,30
2022-10-25T00:00:00,0
2022-10-31T00:00:00,10
2022-11-08T00:00:00,20
2022-11-16T00:00:00,30
2022-11-23T00:00:00,0
2022-11-30T00:00:00,10
2022-12-07T00:00:00,20
2022-12-16T00:00:00,30
2022-12-23T00:00:00,0
2022-12-29T00:00:00,10
2023-01-06T00:00:00,20
2023-01-14T00:00:00,30
2023-01-21T00:00:00,0
2023-01-28T00:00:00,10
2023-02-05T00:00:00,20
2023-02-13T00:00:00,30
2023-02-19T00:00:00,0
2023-02-27T00:00:00,10
2023-03-07T00:00:00,20
2023-03-14T00:00:00,30
2023-03-21T00:00:00,0
2023-03-28T00:00:00,10
2023-04-05T00:00:00,20
2023-04-13T00:00:00,30
2023-04-19T00:00:00,0
2023-04-27T00:00:00,10
2023-05-05T00:00:00,20
2023-05-12T00:00:00,30
2023-05-19T00:00:00,0
2023-05-27T00:00:00,10
2023-06-03T00:00:00,20
2023-06-10T00:00:00,30
2023-06-17T00:00:00,0
2023-06-26T00:00:00,10
2023-07-03T00:00:00,20
2023-07-09T00:00:00,30
2023-07-17T00:00:00,0
2023-07-25T00:00:00,10
2023-08-01T00:00:00,20
2023-08-08T00:00:00,30
2023-08-16T00:00:00,0
2023-08-24T00:00:00,10
2023-08-30T00:00:00,20
2023-09-06T00:00:00,30
2023-09-14T00:00:00,0
2023-09-22T00:00:00,10
2023-09-29T00:00:00,20
2023-10-06T00:00:00,30
2023-10-14T00:00:00,0
2023-10-21T00:00:00,10
2023-10-28T00:00:00,20
2023-11-05T00:00:00,30
2023-11-13T00:00:00,0
2023-11-20T00:00:00,10
2023-11-27T00:00:00,20
2023-12-04T00:00:00,30
2023-12-12T00:00:00,0
2023-12-19T00:00:00,10
2023-12-26T00:00:00,20
2024-01-03T00:00:00,30
2024-01-11T00:00:00,0
2024-01-17T00:00:00,10
2024-01-25T00:00:00,20
2024-02-02T00:00:00,30
2024-02-09T00:00:00,0
2024-02-16T00:00:00,10
2024-02-24T00:00:00,20
2024-03-03T00:00:00,30
2024-03-10T00:00:00,0
2024-03-16T00:00:00,10
2024-03-25T00:00:00,20
2024-04-01T00:00:00,30
2024-04-08T00:00:00,0
2024-04-15T00:00:00,10
2024-04-23T00:00:00,20
2024-05-01T00:00:00,30
2024-05-07T00:00:00,0
2024-05-15T00:00:00,10
2024-05-23T00:00:00,20
2024-05-30T00:00:00,30
2024-06-06T00:00:00,0
2024-06-13T00:00:00,10
2024-06-21T00:00:00,20
2024-06-28T00:00:00,30
2024-07-05T00:00:00,0
2024-07-13T00:00:00,10
2024-07-21T00:00:00,20
2024-07-27T00:00:00,30
2024-08-04T00:00:00,0
2024-08-12T00:00:00,10
2024-08-19T00:00:00,20
2024-08-26T00:00:00,30
2024-09-02T00:00:00,0
2024-09-10T00:00:00,10
2024-09-17T00:00:00,20
2024-09-24T00:00:00,30
2024-10-02T00:00:00,0
2024-10-10T00:00:00,10
2024-10-17T00:00:00,20
2024-10-24T00:00:00,30
2024-11-01T00:00:00,0
2024-11-08T00:00:00,10
2024-11-15T00:00:00,20
2024-11-22T00:00:00,30
2024-11-30T00:00:00,0
2024-12-08T00:00:00,10
2024-12-15T00:00:00,20
2024-12-22T00:00:00,30
2024-12-30T00:00:00,0
2025-01-06T00:00:00,10
2025-01-13T00:00:00,20
2025-01-21T00:00:00,30
2025-01-29T00:00:00,0
2025-02-05T00:00:00,10
2025-02-12T00:00:00,20
2025-02-20T00:00:00,30
2025-02-27T00:00:00,0
2025-03-06T00:00:00,10
2025-03-13T00:00:00,20
2025-03-22T00:00:00,30
2025-03-29T00:00:00,0
2025-04-04T00:00:00,10
2025-04-12T00:00:00,20
2025-04-20T00:00:00,30
2025-04-27T00:00:00,0
2025-05-04T00:00:00,10
2025-05-12T00:00:00,20
2025-05-20T00:00:00,30
2025-05-26T00:00:00,0
2025-06-02T00:00:00,10
2025-06-11T00:00:00,20
2025-06-18T00:00:00,30
2025-06-25T00:00:00,0
2025-07-02T00:00:00,10
2025-07-10T00:00:00,20
2025-07-17T00:00:00,30
2025-07-24T00:00:00,0
2025-08-01T00:00:00,10
2025-08-09T00:00:00,20
2025-08-15T00:00:00,30
2025-08-22T00:00:00,0
2025-08-30T00:00:00,10
2025-09-07T00:00:00,20
2025-09-14T00:00:00,30
2025-09-21T00:00:00,0
2025-09-29T00:00:00,10
2025-10-06T00:00:00,20
2025-10-13T00:00:00,30
2025-10-21T00:00:00,0
2025-10-29T00:00:00,10
2025-11-05T00:00:00,20
2025-11-11T00:00:00,30
2025-11-19T00:00:00,0
2025-11-27T00:00:00,10
2025-12-04T00:00:00,20
2025-12-11T00:00:00,30
2025-12-19T00:00:00,0
2025-12-27T00:00:00,10
2026-01-03T00:00:00,20
2026-01-10T00:00:00,30
2026-01-18T00:00:00,0
2026-01-25T00:00:00,10
2026-02-01T00:00:00,20
2026-02-09T00:00:00,30
2026-02-17T00:00:00,0
2026-02-24T00:00:00,10
2026-03-03T00:00:00,20
2026-03-11T00:00:00,30
2026-03-18T00:00:00,0
2026-03-25T00:00:00,10
2026-04-01T00:00:00,20
2026-04-09T00:00:00,30
2026-04-17T00:00:00,0
2026-04-23T00:00:00,10
2026-05-01T00:00:00,20
2026-05-09T00:00:00,30
2026-05-16T00:00:00,0
2026-05-23T00:00:00,10
2026-05-31T00:00:00,20
2026-06-08T00:00:00,30
2026-06-14T00:00:00,0
2026-06-21T00:00:00,10
2026-06-29T00:00:00,20
2026-07-07T00:00:00,30
2026-07-14T00:00:00,0
2026-07-21T00:00:00,10
2026-07-29T00:00:00,20
2026-08-05T00:00:00,30
2026-08-12T00:00:00,0
2026-08-19T00:00:00,10
2026-08-27T00:00:00,20
2026-09-04T00:00:00,30
2026-09-10T00:00:00,0
